# ----------------------------------------
# SF OpenData - All Web Data
# Search Terms
# 20140901-20160622
# ----------------------------------------

Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
parking,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,6,1.83,0.00%,18.18%,00:01:18,10.50
parking,/Culture-and-Recreation/Park-and-Open-Space-Map/4udc-s3pr,6,1.33,0.00%,0.00%,00:04:55,10.67
parking,/Transportation/Meter-Operating-Schedules/6cqg-dxku,6,2.33,0.00%,21.43%,00:07:34,10.67
parking,/Transportation/Off-street-parking-census-GIS-data/e423-icap,6,2.33,0.00%,21.43%,00:06:56,23.50
parking,/Transportation/Parking-Regulations/2ehv-6arf,6,1.33,0.00%,0.00%,00:00:34,4.33
parking,/Transportation/Regularly-scheduled-tow-away-data/ed75-88qt,6,5.00,0.00%,20.00%,00:07:33,21.17
Parking,/Transportation/Parking-meters/28my-4796,6,1.33,0.00%,0.00%,00:02:41,4.83
Parking,/widgets/9qrz-nwix,6,1.00,0.00%,0.00%,00:00:22,3.17
parking citation,/Transportation/SFMTA-Enforced-Temporary-Tow-Zones/cqn5-muyy,6,1.67,0.00%,60.00%,00:01:44,9.83
parking meters,/Transportation/Meter-Rate-Schedules/fwjv-32uk,6,1.33,0.00%,0.00%,00:00:23,4.50
pbc,/Economy-and-Community/Principal-Business-Code-PBC-List/5cvm-h7xc,6,2.67,0.00%,31.25%,00:00:33,6.67
pbc code,/Economy-and-Community/Principal-Business-Code-PBC-List/5cvm-h7xc,6,1.33,0.00%,0.00%,00:00:39,8.00
pedestrian,/,6,3.00,0.00%,11.11%,00:06:03,12.33
pedestrian,/City-Infrastructure/D7-Pedestrian-Issues/ppvy-73vy,6,1.83,0.00%,0.00%,00:02:52,9.17
pipeline,/browse/embed?Department-Metrics_Publishing-Department=Planning&category=&limit=20&limitTo=datasets&q=pipeline&view_type=rich,6,1.33,0.00%,0.00%,00:00:29,7.17
pipeline,/dataset/Pipeline-2015-Q2/w3e8-bxrm,6,1.83,0.00%,45.45%,00:00:59,14.17
pipeline,/Housing-and-Buildings/San-Francisco-Development-Pipeline-2015-Quarter-2/w3e8-bxrm,6,1.83,0.00%,18.18%,00:01:59,10.17
pipeline,/Housing-and-Buildings/San-Francisco-Development-Pipeline-2015-Quarter-3/apz9-dh7k,6,1.00,0.00%,50.00%,00:07:39,3.00
pipeline,/Housing-and-Buildings/San-Francisco-Development-Pipeline-2016-Quarter-1/dtz9-jkjt,6,1.67,0.00%,20.00%,00:03:24,3.17
pipeline,/login,6,2.67,0.00%,12.50%,00:22:42,14.50
pipeline,/w/iyr5-kp94/ikek-yizv?cur=IpdnhD0M795&from=root,6,1.00,0.00%,0.00%,00:22:51,7.17
police,/,6,1.67,0.00%,0.00%,00:02:47,11.50
police,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,6,2.17,0.00%,23.08%,00:00:47,8.00
police districts,/Public-Safety/SFPD-Districts-Zipped-Shapefile-Format-/8yyx-6uur,6,1.83,0.00%,0.00%,00:01:20,5.67
police incidents,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,6,1.67,0.00%,0.00%,00:11:40,5.33
police stations,/Public-Safety/San-Francisco-Police-Stations/8xyy-6zfh,6,1.67,0.00%,0.00%,00:00:24,5.00
POPOS,/Geographic-Locations-and-Boundaries/Privately-Owned-Public-Open-Space-POPOS-and-Public/55um-v9vc,6,3.67,0.00%,0.00%,00:03:34,17.17
population,/Geographic-Locations-and-Boundaries/Analysis-Neighborhoods-census-tracts-assigned-to-n/bwbp-wk3r,6,2.17,0.00%,0.00%,00:02:37,8.83
population density,/Health-and-Social-Services/Population-Density-San-Francisco-CA/ea9w-4zvc,6,2.17,0.00%,0.00%,00:06:35,6.50
presidio,/Geographic-Locations-and-Boundaries/The-Presidio-of-San-Francisco-Zipped-Shapefile-For/5sny-6aph,6,2.17,0.00%,0.00%,00:00:20,5.83
property,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=property&view_type=rich,6,2.67,0.00%,0.00%,00:10:05,6.67
property assessment roll,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-2013/4sgn-36v2,6,1.67,0.00%,20.00%,00:00:58,9.17
public art,/Culture-and-Recreation/SF-Civic-Art-Collection/zfw6-95su,6,1.83,0.00%,27.27%,00:09:45,6.67
real estate,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=real+estate&view_type=rich,6,3.00,0.00%,0.00%,00:01:21,6.17
realtor,/Geographic-Locations-and-Boundaries/SF-Realtor-Neighborhoods/wwis-y924,6,1.67,0.00%,0.00%,00:00:55,4.83
recent,/dataset/SF311-Recent-Cases/d9fx-8m7k,6,1.33,0.00%,0.00%,00:04:54,3.17
recent graffiti reports,/dataset/SF311-Recent-Cases/d9fx-8m7k,6,2.17,0.00%,15.38%,00:01:51,8.00
registered business,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,6,1.83,0.00%,0.00%,00:01:14,7.00
registered business locations,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,6,2.33,0.00%,0.00%,00:04:50,7.50
registered business map,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,6,2.17,0.00%,0.00%,00:01:32,7.00
rent,/Housing-and-Buildings/Proportion-of-Housing-Stock-that-is-Rent-Controlle/ypnu-v2zq,6,2.67,0.00%,0.00%,00:03:04,13.83
rental,/Housing-and-Buildings/San-Francisco-Rental-Listings-06-2012-12-2012/c2ie-3fuy,6,2.17,0.00%,15.38%,00:00:17,5.83
residential,/Housing-and-Buildings/Residential-Housing-Density-San-Francisco-CA/q35t-jeti,6,2.67,0.00%,0.00%,00:00:44,8.00
resiliency,/Health-and-Social-Services/Community-Resiliency-Indicator-System/banc-xdvr,6,2.67,0.00%,12.50%,00:00:11,7.50
restaurant,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=restaurant&view_type=rich,6,3.17,0.00%,0.00%,00:00:19,8.00
restaurant,/Health-and-Social-Services/Restaurant-Scores/stya-26eb?category=Health-and-Social-Services&view_name=Restaurant-Scores,6,2.17,0.00%,15.38%,00:05:23,13.33
restaurant,/login,6,1.83,0.00%,0.00%,00:14:59,18.67
restaurant scores,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,6,2.17,0.00%,0.00%,00:00:43,10.67
restaurants,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,6,3.17,0.00%,10.53%,00:06:25,11.50
revenue,/City-Management-and-Ethics/Spending-And-Revenue/bpnb-jwfb,6,1.67,0.00%,20.00%,00:01:05,5.33
road,/browse/embed?category=&limit=20&limitTo=&q=road&view_type=rich,6,2.17,0.00%,0.00%,00:00:30,4.83
roads,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=roads&view_type=rich,6,1.83,0.00%,0.00%,00:06:01,4.00
salaries,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,6,3.17,0.00%,10.53%,00:10:57,12.50
san francisco,/,6,8.50,0.00%,11.76%,00:22:13,32.33
san francisco shapefile,/browse/embed?category=&limit=20&limitTo=&q=san+francisco+shapefile&utf8=✓&view_type=rich&page=2,6,4.50,0.00%,0.00%,00:02:55,15.17
schools,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=schools&view_type=rich,6,5.00,0.00%,0.00%,00:00:47,13.33
schools,/Geographic-Locations-and-Boundaries/Colleges-in-San-Francisco-Zipped-Shapefile-Format-/59m3-88aj,6,2.33,0.00%,42.86%,00:03:08,8.83
sf shoreline,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,6,1.33,0.00%,0.00%,00:00:11,4.00
sfmta,/browse/embed?category=Transportation&limit=20&limitTo=&q=sfmta&utf8=✓&view_type=rich&page=2,6,5.83,0.00%,0.00%,00:06:05,19.33
sfmta,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,6,3.00,0.00%,16.67%,00:00:47,8.00
sfopenbook,/browse?q=sfopenbook&sortBy=relevance&utf8=✓,6,1.67,100.00%,0.00%,00:00:15,0.00
sfpd,/browse/embed?category=&limit=20&limitTo=&q=sfpd&view_type=rich,6,2.67,0.00%,0.00%,00:00:17,5.83
SFPD incidents,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,6,2.17,0.00%,0.00%,00:01:12,7.00
shapefile,/browse/embed?category=&limit=20&limitTo=&q=shapefile&utf8=✓&view_type=rich&page=2,6,1.33,0.00%,0.00%,00:02:18,4.50
shapefile,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,6,2.33,0.00%,0.00%,00:02:30,7.83
shapefile,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points-Zipped-Shapefi/7ygx-tr8p,6,7.50,0.00%,17.78%,00:15:58,32.67
shapefile,/Geographic-Locations-and-Boundaries/San-Francisco-ZIP-Codes-Zipped-Shapefile-Format-/9q84-kc2y,6,1.83,0.00%,18.18%,00:05:30,19.50
shapefile,/Geographic-Locations-and-Boundaries/Water-Bodies-in-San-Francisco-Zipped-Shapefile-For/7wxv-7sn4,6,4.83,0.00%,6.90%,00:21:02,39.33
shapefiles,/browse?category=Transportation&q=shapefiles&sortBy=relevance&utf8=✓&page=2,6,1.33,100.00%,0.00%,00:00:03,0.00
shore,/Geographic-Locations-and-Boundaries/San-Francisco-Shoreline-Zipped-Shapefile-Format-/kj7y-jjpu,6,2.67,0.00%,50.00%,00:01:43,8.33
shoreline,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,6,4.33,0.00%,23.08%,00:04:17,12.83
shoreline shapefile,/Geographic-Locations-and-Boundaries/San-Francisco-Shoreline-Zipped-Shapefile-Format-/kj7y-jjpu,6,1.83,0.00%,0.00%,00:00:16,9.83
sidewalks,/Geographic-Locations-and-Boundaries/City-curbs-and-islands-Zipped-Shapefile-Format-/nvxg-zay4,6,1.33,0.00%,25.00%,00:00:32,4.33
soil,/Energy-and-Environment/Maher-Map/qpt9-eisc,6,2.17,0.00%,0.00%,00:00:31,7.50
speed,/Public-Safety/Speed-Limit-Compliance-San-Francisco-CA/9tap-3c96,6,3.00,0.00%,0.00%,00:03:02,12.50
stories,/browse/embed?category=&limit=20&limitTo=&q=stories&view_type=rich,6,1.83,0.00%,0.00%,00:00:04,3.67
street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=street&view_type=rich,6,3.67,0.00%,9.09%,00:01:10,9.17
street,/City-Infrastructure/Street-Sweeper-Scheduled-Routes-Zipped-Shapefile-F/wwci-6uqu,6,1.67,0.00%,20.00%,00:07:34,4.33
street,/Geographic-Locations-and-Boundaries/City-curbs-and-islands-Zipped-Shapefile-Format-/nvxg-zay4,6,1.33,0.00%,62.50%,00:03:51,3.50
street,/Geographic-Locations-and-Boundaries/Street-Intersections-Zipped-Shapefile-Format-/snrq-gvyd,6,1.33,0.00%,25.00%,00:02:57,6.17
street centerlines,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,6,1.67,0.00%,20.00%,00:04:56,4.83
street cleaning,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=street+cleaning&view_type=rich,6,1.67,0.00%,0.00%,00:00:08,3.00
street parking,/browse/embed?category=&limit=20&limitTo=&q=street+parking&view_type=rich,6,3.17,0.00%,10.53%,00:00:34,6.67
street shapefile,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,6,1.83,0.00%,0.00%,00:00:40,6.17
street sweeper,/City-Infrastructure/Street-Sweeper-Scheduled-Routes-Zipped-Shapefile-F/wwci-6uqu,6,1.83,0.00%,18.18%,00:02:05,4.83
street sweeping,/browse/embed?category=&limit=20&limitTo=&q=street+sweeping&view_type=rich,6,1.67,0.00%,0.00%,00:00:40,3.67
street trees,/browse/embed?category=&limit=20&limitTo=&q=street+trees&view_type=rich,6,2.67,0.00%,0.00%,00:02:33,7.00
street trees,/City-Infrastructure/Street-Tree-List/tkzw-k3nq,6,1.83,0.00%,18.18%,00:06:44,18.17
streets,/browse/embed?category=&limit=20&limitTo=href&q=streets&utf8=✓&view_type=rich&page=2,6,3.00,0.00%,0.00%,00:06:04,9.33
streets,/browse/embed?category=&limit=20&limitTo=maps&q=streets&utf8=✓&view_type=rich&page=3,6,3.67,0.00%,0.00%,00:02:26,21.67
streets,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=maps&q=streets&view_type=rich,6,2.67,0.00%,0.00%,00:00:40,5.67
streets,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,6,2.33,0.00%,42.86%,00:01:37,14.67
streets,/Geographic-Locations-and-Boundaries/Street-Nodes-Zipped-Shapefile-Format-/zst2-f24q,6,3.67,0.00%,13.64%,00:06:32,17.67
streets shapefile,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,6,1.83,0.00%,27.27%,00:00:58,4.83
summary totals,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Summary-Totals/4tts-fyix,6,2.17,0.00%,15.38%,00:08:09,7.00
supervisor,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,6,2.33,0.00%,14.29%,00:00:37,7.83
supervisor district,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,6,2.17,0.00%,15.38%,00:01:28,8.00
TAXI,/browse?category=Transportation&q=TAXI&sortBy=relevance&utf8=✓,6,1.83,100.00%,0.00%,00:00:49,0.33
tenderloin,/,6,2.17,0.00%,38.46%,00:01:10,6.50
toilet,/browse/embed?category=&limit=20&limitTo=&q=toilet&view_type=rich,6,3.67,0.00%,0.00%,00:00:28,8.00
tourism,/browse/embed?category=&limit=20&limitTo=&q=tourism&view_type=rich,6,1.67,0.00%,0.00%,00:00:06,3.17
Tourist,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Tourist&view_type=rich,6,1.00,0.00%,0.00%,00:00:07,2.17
tow,/Transportation/Regularly-scheduled-tow-away-data/ed75-88qt,6,2.33,0.00%,14.29%,00:01:51,7.50
Tow Zone,/Transportation/SFMTA-Enforced-Temporary-Tow-Zones/cqn5-muyy,6,1.00,0.00%,0.00%,00:01:05,3.50
traffic accidents,/Public-Safety/Traffic-Accidents-Previous-3-Months-/vv57-2fgy,6,1.67,0.00%,0.00%,00:00:56,5.33
Traffic Control Signal,/browse/embed?category=Transportation&limit=20&limitTo=&q=Traffic+Control+Signal&view_type=rich,6,2.17,0.00%,0.00%,00:00:02,4.33
traffic density,/Transportation/Traffic-Density-San-Francisco-CA/rhp4-jr7s,6,2.67,0.00%,0.00%,00:04:25,17.67
transit,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=transit&view_type=rich,6,3.50,0.00%,0.00%,00:06:01,8.83
transit,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,6,1.67,0.00%,0.00%,00:00:26,4.83
transportation,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=transportation&view_type=rich,6,4.00,0.00%,0.00%,00:01:50,10.67
tree,/Energy-and-Environment/San-Francisco-Urban-Tree-Canopy/w9tk-3w8c,6,1.33,0.00%,0.00%,00:00:33,8.50
trees,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=trees&view_type=rich,6,6.50,0.00%,0.00%,00:01:44,14.67
vendors,/City-Management-and-Ethics/Vendor-Payments-Vouchers-/n9pm-xkyq,6,3.17,0.00%,10.53%,00:17:57,8.00
water,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=water&view_type=rich,6,2.17,0.00%,0.00%,00:00:39,5.00
water bodies in san francisco,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,6,3.17,0.00%,31.58%,00:01:09,8.83
zip,/Geographic-Locations-and-Boundaries/Bay-Area-ZIP-Codes-Zipped-Shapefile-Format-/hbza-6v77,6,2.67,0.00%,0.00%,00:06:08,8.50
zip code,/browse/embed?category=&limit=20&limitTo=&q=zip+code&utf8=✓&view_type=rich&page=3,6,2.17,0.00%,0.00%,00:00:57,14.50
zip code,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=zip+code&view_type=rich,6,1.33,0.00%,0.00%,00:00:44,6.17
2015,/,5,4.40,0.00%,13.64%,00:01:51,32.80
2015,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,5,1.20,0.00%,0.00%,00:00:41,6.40
2015,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,5,1.00,0.00%,60.00%,00:02:11,5.20
311,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,5,2.00,0.00%,0.00%,00:26:37,14.40
311,/City-Infrastructure/90-Day-Cases-by-Neighborhood/8y9x-fz79,5,3.80,0.00%,0.00%,00:05:06,16.00
311,/City-Infrastructure/Top-311-Cases-By-Category/zd7k-pf58,5,4.40,0.00%,0.00%,00:15:12,23.40
311,/City-Management-and-Ethics/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,5,2.00,0.00%,0.00%,00:00:26,5.80
311,/developers,5,2.00,0.00%,0.00%,00:01:53,11.00
311,/showcase,5,3.60,0.00%,0.00%,00:05:13,13.40
311 call metrics,/login,5,1.00,0.00%,40.00%,00:24:04,19.60
311 cases,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=311+cases&view_type=rich,5,2.00,0.00%,0.00%,00:02:22,4.40
311 cases,/login,5,1.60,0.00%,37.50%,00:06:23,7.00
3d,/,5,2.60,0.00%,15.38%,00:01:06,7.40
460,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-G-Payments/6iqh-u3hk,5,3.60,0.00%,16.67%,00:07:19,16.60
460 E,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-E-Payments/hc26-j9if,5,2.00,0.00%,0.00%,00:03:27,2.80
460 forms schedule A,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,5,2.00,0.00%,0.00%,00:11:27,5.20
460 schedule a,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=460+schedule+a&view_type=rich,5,1.00,0.00%,0.00%,00:00:01,2.00
460s,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-E-Payments/hc26-j9if,5,2.20,0.00%,0.00%,00:21:16,8.00
700,/City-Management-and-Ethics/Statement-of-Economic-Interests-Database-SEI-Form-/jway-er39,5,1.60,0.00%,0.00%,00:01:03,11.80
911,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,5,1.60,0.00%,25.00%,00:04:41,6.40
address,/,5,5.20,0.00%,30.77%,00:02:53,14.40
Address locator,/browse/embed?category=&limit=20&limitTo=&q=Address+locator&view_type=rich,5,4.40,0.00%,0.00%,00:01:49,11.60
addresses,/Geographic-Locations-and-Boundaries/Addresses-Enteprise-Addressing-System/pf3h-w4up,5,3.20,0.00%,0.00%,00:11:21,11.60
aerial,/browse/embed?category=&limit=20&limitTo=&q=aerial&view_type=rich,5,2.00,0.00%,0.00%,00:00:06,9.00
affordability,/Health-and-Social-Services/Rent-Affordability-Gap-by-Neighborhood-San-Francis/w4sn-m3ka,5,3.20,0.00%,0.00%,00:02:31,9.60
age,/,5,2.60,0.00%,0.00%,00:00:23,6.40
air,/browse/embed?category=&limit=20&limitTo=&q=air&view_type=rich,5,1.60,0.00%,0.00%,00:00:04,3.20
air,/Energy-and-Environment/Stationary-Air-Pollution-Sources-San-Francisco-CA/caru-akyu,5,3.20,0.00%,12.50%,00:04:10,9.60
airbnb,/browse/embed?category=&limit=20&limitTo=&q=airbnb&view_type=rich,5,2.00,0.00%,0.00%,00:00:11,10.00
airport,/Transportation/SFO-Passenger-Cargo-Aircraft-Landing-Datasets/zax7-gzc9,5,2.20,0.00%,0.00%,00:06:16,6.80
analysis neighborhoods,/login,5,1.00,0.00%,0.00%,00:42:46,14.40
api,/browse/embed?category=&limit=20&limitTo=&q=api&view_type=rich,5,2.00,0.00%,0.00%,00:00:11,3.80
api,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=api&view_type=rich,5,2.20,0.00%,0.00%,00:00:18,5.20
app showcase,/showcase,5,2.00,0.00%,50.00%,00:00:37,8.40
appeals,/Housing-and-Buildings/Appeals/kbd3-q5an,5,2.00,0.00%,0.00%,00:00:49,7.00
art,/Geographic-Locations-and-Boundaries/Privately-Owned-Public-Open-Space-POPOS-and-Public/55um-v9vc,5,3.20,0.00%,0.00%,00:01:16,9.60
assessment,/browse/embed?category=&limit=20&limitTo=&q=assessment&view_type=rich,5,2.60,0.00%,15.38%,00:14:20,6.80
assessment,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-FY1112-Q3/d5pu-ci4g,5,3.20,0.00%,0.00%,00:00:38,12.20
assessor,/,5,4.20,0.00%,14.29%,00:03:26,13.40
assessor,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,5,2.20,0.00%,18.18%,00:00:39,23.80
assessor,/City-Management-and-Ethics/Data-Catalog/h4ui-ubbu,5,2.00,0.00%,30.00%,00:04:37,14.20
assessor,/City-Management-and-Ethics/Secured-Property-Assessment-Roll-FY13-Q4/e6sm-rank,5,1.00,0.00%,0.00%,00:00:14,2.80
ban,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,5,1.20,0.00%,50.00%,00:00:36,3.60
bart,/browse/embed?category=Transportation&limit=20&limitTo=&q=bart&view_type=rich,5,2.20,0.00%,0.00%,00:00:21,12.20
BART,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=BART&view_type=rich,5,1.00,0.00%,0.00%,00:00:04,2.00
bay area,/Geographic-Locations-and-Boundaries/Bay-Area-ZIP-Codes-Zipped-Shapefile-Format-/hbza-6v77,5,2.20,0.00%,0.00%,00:01:53,17.60
Bay Area,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,5,2.60,0.00%,38.46%,00:00:56,6.40
bay area general,/,5,2.60,0.00%,38.46%,00:00:49,7.80
benchmark,/browse/embed?category=&limit=20&limitTo=&q=benchmark&view_type=rich,5,1.60,0.00%,0.00%,00:00:05,3.20
bicycle network,/Transportation/SFMTA-Bicycle-Route-Network/q36i-k43q,5,2.00,0.00%,0.00%,00:00:08,5.80
bike,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=pedestrian&view_type=rich,5,4.20,0.00%,23.81%,00:13:47,9.60
bike,/Geographic-Locations-and-Boundaries/Elevation-Contours-Zipped-Shapefile-Format-/x467-4ghd,5,2.60,0.00%,38.46%,00:00:27,11.00
bike,/Transportation/Minutes-Spent-Walking-or-Biking-San-Francisco-CA/vbnm-bxwq,5,3.20,0.00%,0.00%,00:06:33,9.60
bike lanes,/,5,2.20,0.00%,18.18%,00:01:40,25.00
bike network,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=bike+network&view_type=rich,5,2.60,0.00%,0.00%,00:00:34,5.80
bike routes,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,5,2.00,0.00%,20.00%,00:01:10,5.40
bikeway network,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,5,1.00,0.00%,0.00%,00:00:23,2.80
bird,/Energy-and-Environment/Urban-Bird-Refuge/a3ua-edzd,5,1.20,0.00%,33.33%,00:00:09,2.80
block,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,5,1.20,0.00%,0.00%,00:00:24,4.20
boundary,/,5,1.60,0.00%,25.00%,00:00:55,4.40
boundary,/Geographic-Locations-and-Boundaries/Bay-Area-Counties-Zipped-Shapefile-Format-/cntd-ggej,5,1.60,0.00%,0.00%,00:00:49,5.80
boundary,/Geographic-Locations-and-Boundaries/San-Francisco-Shoreline-Zipped-Shapefile-Format-/kj7y-jjpu,5,1.20,0.00%,33.33%,00:02:48,4.20
broadband,/browse/embed?category=&limit=20&limitTo=&q=broadband&view_type=rich,5,2.00,0.00%,0.00%,00:00:04,3.80
budget,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=budget&view_type=rich,5,2.20,0.00%,0.00%,00:00:10,4.40
budget,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,5,3.20,0.00%,18.75%,00:11:22,12.80
budget,/login,5,2.60,0.00%,15.38%,00:15:41,12.80
building,/Geographic-Locations-and-Boundaries/Elevation-Contours-Zipped-Shapefile-Format-/x467-4ghd,5,1.20,0.00%,83.33%,00:00:33,4.40
building,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,5,1.60,0.00%,25.00%,00:00:52,6.40
building footprints,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=building+footprints&view_type=rich,5,2.20,0.00%,0.00%,00:00:33,5.40
building height,/browse/embed?category=&limit=20&limitTo=&q=building+height&view_type=rich,5,3.20,0.00%,0.00%,00:01:14,7.00
building heights,/Housing-and-Buildings/Height-and-Bulk-Districts/29wz-k4cn,5,1.60,0.00%,25.00%,00:00:13,4.20
